hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
saKSyFmM,"Ouritsu Mahou Gakuen no Saikasei ~Hinkongai Agari no Saikyou Mahoushi, Kizoku Darake no Gakuen de Musou Suru~",reading,,149,2025-05-09,"O irregular da academia real de magia,로얄아카데미의 불규칙마법~빈민가 출신 최강의 마법사가 로열스 학원에서 타의 추종을 불허합니다~,Младший студент королевской академии магии - сильнейший маг-выскочка из трущоб, которому нет равных среди знати в академии,Найсильніший чаклун з нетрів не має собі рівних в Королівській школі магії,Самый Сильный Колдун из трущоб не имеет себе равных в Королевской школе магии,The Irregular of the Royal Academy of Magic: The Strongest Sorcerer from the Slums is Unrivaled in the School of Royals,El irregular de la real academia de magia ~el hechicero más fuerte de los barrios bajos no tiene rival en la escuela de la realeza ~,Từ Phù Thủy Mạnh Nhất Khu Ổ Chuột Đến Vô Song Tại Học Viện Pháp Thuật Hoàng Gia,王立魔法学園の最下生～貧困街上がりの最強魔法師、貴族だらけの学園で無双する～,Ouritsu Mahou Gakuen no Saikasei - Slum Agari no Saikyou Mahoushi, Kizoku Darake no Gakuen de Musou Suru,Младший студент королевской академии магии — сильнейший маг-выскочка из трущоб, которому нет равных среди знати в академии,Ouritsu Mahou Gakuen no Saikasei - Hinkongai Agari no Saikyou Mahoushi, Kizoku Darake no Gakuen de Musou Suru,El Irregular de la Real Academia de magia ~el hechicero más fuerte de los barrios bajos no tiene rival en la Escuela de la realeza ~,O Irregular da Academia Real de Magia,Oritsu Maho Gakuen no Saika-sei~ Hinkon-gai (Suramu) Agari no Saikyo Maho-Shi, Kizoku-darake no Gakuen de Muso Suru~,Ouritsu Mahou Gakuen no Saikasei,Ouritsu Mahou Gakuen no Saikasei - Hinkongai (Slum) Agari no Saikyou Mahoushi, Kizoku Darake no Gakuen de Musou Suru,The Irregular of the Royal Academy of Magic,The Irregular of the Royal Academy of Magic ~The Strongest Sorcerer From the Slums is Unrivaled in the School of Royals ~,Младший студент королевской академии магии,王立魔法学園の最下生,王立魔法学園の最下生～貧困街〈スラム〉上がりの最強魔法師、貴族だらけの学園で無双する～,로얄아카데미의 불규칙마법",https://myanimelist.net/manga/133268?utm_source=comick,https://anilist.co/manga/129506?utm_source=comick,https://www.mangaupdates.com/series.html?id=177058&utm_source=comick
HIEbFOz,S-Class Hunter Heals with Monsters,reading,,12,2025-05-09,"몬스터와 힐링하는 S급 헌터,An S-Rank Hunter's Healing Journey with Monsters,몬스터와 힐링하는 S급 헌터,An S-Rank Hunter's Healing Journey With Monsters,S-Class Hunter Heals With Monsters,The S-Class Hunter Who Heals Monsters,Monster-wa Healing-haneun S-geup Hunter,An S-Rank Hunter's Healing Journey With Monsters",,,
3sUm_nlg,Choudokyuu Cheat Akuyaku Reijou no Karei naru Fukushuutan,reading,,22,2025-05-09,"A Splendid Revenge Story of a Super-Dreadnought Cheat Villainess,The Remarkable Revenge of a Vindictive Villainess,超弩級チート悪役令嬢の華麗なる復讐譚,Chōdokyū Cheat Akuyaku Reijō no Kareinaru Fukushūtan,The Majestic Revenge Story of a Cheat Villainess,超弩级外挂恶役千金华丽复仇谭,Câu chuyện trả thù huy hoàng của nữ phản diện siêu cấp “gian lận”",https://myanimelist.net/manga/167760?utm_source=comick,https://anilist.co/manga/180060?utm_source=comick,https://www.mangaupdates.com/series/luhruvt?utm_source=comick
qZX4_lzd,The Obsessive Love of a Yandere Yakuza: The Young Lady is Doted on Every Night and Taught His Love,reading,,3,2025-05-09,"Yandere Yakuza no Shuuchaku Ai wo Jou wa Maiban Dekiaisarete Wakaraserareru,ヤンデレヤクザの執着愛 お嬢は毎晩溺愛されてワカラセられる",,,
34oFHVI8,Tsuki ga Michibiku Isekai Douchuu,reading,,108,2025-05-09,"Лунный бог, приключение и другой мир,月が導く異世界道中,月光下的异世界之旅,Rembulan Menuntun Arah di Dunia Lain,Tsukimichi: Moonlit Fantasy,UMA JORNADA PARA OUTRO MUNDO LIDERADA PELA LUA,Un voyage dans un autre monde, éclairé par la lune,달이 이끄는 이세계 여행길,Dali Ikkeuneun Isegye Yeohaenggil,Moon-led Journey Across Another World,Tsuki ga Michibiku Isekai Dochu,TsukiMichi,Nguyệt Đạo Dị Giới",https://myanimelist.net/manga/90117?utm_source=comick,https://anilist.co/manga/87225?utm_source=comick,https://www.mangaupdates.com/series.html?id=123153&utm_source=comick
6R4kmHRY,I Became the Overlord in Another World!,reading,,2.1,2025-05-09,"覇王になってから異世界に来てしまった！～エディットしたゲームキャラ達と異世界を蹂躙する我覇王～,I Became the Overlord in Another World!",https://myanimelist.net/manga/185271?utm_source=comick,,https://www.mangaupdates.com/series/2mif8bm?utm_source=comick
joaQ6lpl,Myriad Realms Gatekeeper,reading,,85,2025-04-09,"Guardião do Mundo Sem Limites,Gatekeeper of the Boundless World,Gatekeeper of the Boundless Worlds,The Gatekeeper of Myriad Worlds,Gatekeeper Of The Boundless World,万界守门人,Myriad Realms Gatekeeper",,https://anilist.co/manga/187111?utm_source=comick,https://www.mangaupdates.com/series/q5cct75?utm_source=comick
cImCzUES,"Hazure Skill ""Gacha"" de Tsuihou Sareta Ore wa, Wagamama Osananajimi wo Zetsuen Shi Kakusei Suru ~Bannou Cheat Skill wo Getto Shite, Mezase Rakuraku Saikyou Slow Life!~",reading,,29.1,2025-04-09,"ハズレスキル『ガチャ』で追放された俺は、わがまま幼馴染を絶縁し覚醒する ～万能チートスキルをゲットして、目指せ楽々最強スローライフ！～（コミック）,Hazure Skill ""Gacha"" de Tsuihou Sareta Ore wa, Wagamama Osananajimi o Zetsuen Shi Kakusei Suru ~Bannou Cheat Skill o Getto Shite, Mezase Rakuraku Saikyou Slow Life!~,After Being Banished for Having the Trash Skill ""Gacha"", I Came to My Senses and Broke Off Relations with My Selfish Childhood Friend,Gacha : The Crest's Adventure,Hazure Skill ""Gacha"" de Tsuihou sa Reta Ore wa, Wagamama Osananajimi o Zetsuen Shi Kakusei Suru ~Ban'nou Cheat Skill o Getto Shite, Mezase Rakuraku Saikyou Slow Life!~,ハズレスキル『ガチャ』で追放された俺は、わがまま幼馴染を絶縁し覚醒する ～万能チートスキルをゲットして、目指せ楽々最強スローライフ！～,獲得bug技能“扭蛋”的我開啟外掛人生,获得bug技能“扭蛋”的我开启外挂人生,Hazure Skill ""Gacha"" de Tsuihou Sareta Ore wa, Wagamama Osananajimi o Zetsuen Shi Kakusei Suru",https://myanimelist.net/manga/136764?utm_source=comick,https://anilist.co/manga/131312?utm_source=comick,https://www.mangaupdates.com/series.html?id=176177&utm_source=comick
KA4VlKOi,Osoraku Kanojo wa Ore no Aniki wo Neratteru,reading,,11,2025-04-09,"おそらくカノジョは俺の兄貴を狙ってる,She's Likely Aiming for My Older Brother,Ela provavelmente está mirando no meu irmão mais velho,Ей наверняка нужен лишь мой старший брат,Osoraku Kanojo ha Ore no Aniki wo Neratteru,Osoraku Kanojo wa Ore no Aniki o Neratteru",https://myanimelist.net/manga/181162?utm_source=comick,https://anilist.co/manga/191203?utm_source=comick,https://www.mangaupdates.com/series/6x2b5wp?utm_source=comick
M0fF4h3N,F-Rank Fortune Hunter,reading,,100,2025-04-09,"F-Class Destiny Hunter,F급 사주 헌터,F-Geub Saju Hunter,Cazador de destinos de clase F,F級四柱推命ハンター〜運命を強奪せよ〜,O Caçador de Destinos Rank F,F級四柱獵人,นักล่าดวงชะตา เกรด F",https://myanimelist.net/manga/158399?utm_source=comick,https://anilist.co/manga/164996?utm_source=comick,https://www.mangaupdates.com/series/4wa1aa4?utm_source=comick
HIEZb6n,The King of Soloplay,reading,,30,2025-04-09,"솔플의 제왕,The King of Solo Play,The Emperor of Solo Play,솔플의 제왕,ราชาแห่งโซโล่เพลเยอร์,Solo Playui Jewang,The King of Soloplay,單刷王者",,https://anilist.co/manga/191101?utm_source=comick,https://www.mangaupdates.com/series/jxlesat?utm_source=comick
p4ITS4w2,SSS-Class Revival Hunter,reading,,151,2025-04-09,"SSS급 자살헌터,SSS級死而復生的獵人,死して生きるSSS級ハンター,SSS급 죽어야 사는 헌터,นักล่าพลีชีพ ระดับ SSS,SSS-geup Jugeoya Saneun Hunter,Cazador Suicida de Clase SSS,SSS 級自殺 Hunter,SSS级复兴猎人,SSS级自杀猎人,SSS级重生猎人,شکارچی با مهارت خودکشی سطح SSS,SSS-Class Revival Hunter,SSS-Class Suicide Hunter,Thợ Săn Tự Sát Cấp SSS",https://myanimelist.net/manga/146909?utm_source=comick,https://anilist.co/manga/128067?utm_source=comick,https://www.mangaupdates.com/series.html?id=175793&utm_source=comick
fnrubxJw,Counterattack of the Ugly Orcs,reading,,10.2,2025-04-09,"Counterattack of the Ugly Orcs,醜いオークの逆襲　同人エロゲの鬼畜皇太子に転生した喪男の受難（コミック）",,,
oeb0Dydj,Koko Jidai ni Gomandatta Jou sama to no Dousei Seikatsu wa Igaito Igokochi ga Warukunai,reading,,20,2025-04-09,"Koko Jidai ni Gomandatta Jou sama to no Dousei Seikatsu ha Igaito Igokochi ga Warukunai,Living Together with the Queen from My High School Days Who was Arrogant, Surprisingly isn't That Uncomfortable,Cuộc sống chung với nữ hoàng từng kiêu ngạo hồi cấp ba, không ngờ lại khá dễ chịu.,高校時代に傲慢だった女王様との同棲生活は意外と居心地が悪くない",https://myanimelist.net/manga/178605?utm_source=comick,https://anilist.co/manga/187656?utm_source=comick,https://www.mangaupdates.com/series/vwpnib8?utm_source=comick
jsINZ0ZL,The Hero Wants a Married Woman as a Reward,reading,,25,2025-04-09,"勇者さまは報酬に人妻をご希望です,Yuusha-sama wa Houshuu ni Hitozuma o go Kiboudesu,Pahlawan menginginkan milf sebagai hadiah,The Hero Wants a Married Woman as a Reward",,,
zYN2Do4K,If the Villainess and Villain Met and Fell in Love,reading,,27,2025-04-09,"悪役令嬢と悪役令息が、出逢って恋に落ちたなら　～名無しの精霊と契約して追い出された令嬢は、今日も令息と競い合っているようです～,悪役令嬢と悪役令息が、出逢って恋に落ちたなら,Akuyaku Reijou to Akuyaku Reisoku ga, Deatte Koi ni Ochitanara: Nanashi no Seirei to Keiyaku shite Oidasareta Reijou wa, Kyou mo Reisoku to Kisoiatte Iru you desu,If the Villainess and the Villain Were to Meet and Fall in Love: It Seems the Shunned Heroine Who Formed a Contract With an Unnamed Spirit Is Fighting With the Nobleman Yet Again,Nàng phản diện phải lòng chàng ác nhân,Akuyaku Reijou to Akuyaku Reisoku ga, Deatte Koi ni Ochitanara,If the Villainess and the Villain Were to Meet and Fall in Love,Akuyaku Reijou to Akuyaku Reisoku ga, Deatte Koi ni Ochitanara - Nanashi no Seirei to Keiyaku shite Oidasareta Reijou wa, Kyou mo Reisoku to Kisoiatte Iru you desu,If the Villainess and the Villain Were to Meet and Fall in Love ~It Seems the Shunned Heroine Who Formed a Contract With an Unnamed Spirit Is Fighting With the Nobleman Yet Again~",https://myanimelist.net/manga/154182?utm_source=comick,https://anilist.co/manga/154597?utm_source=comick,https://www.mangaupdates.com/series/7q9m5pe?utm_source=comick
VIrAcYWg,Ouji no Torimaki A wa Akuyaku Reijou no Mikata desu,reading,,8,2025-04-09,"王子の取巻きAは悪役令嬢の味方です,Princes Attendant A Is the Villainesss Ally,The Prince's Entourage A Is on the Side of the Villainous Daughter.,Ōji no Torimaki A wa Akuyaku Reijō no Mikata desu",https://myanimelist.net/manga/177995?utm_source=comick,https://anilist.co/manga/187686?utm_source=comick,https://www.mangaupdates.com/series/dkqe6b6?utm_source=comick
9uQQBcD6,The White Tower's Rogue Mage,reading,,26,2025-04-09,"The Magic Tower's Problematic Child,El chico problemático de la torre mágica,Проблемный ребёнок магической башни,জাদু মিনারের অবাধ্য ছেলে,마탑의 문제아들,The Magic Tower Problematic Child,Matabui Munjeadeul,The Magic Tower's Problem Child",https://myanimelist.net/manga/180507?utm_source=comick,https://anilist.co/manga/189264?utm_source=comick,https://www.mangaupdates.com/series/jhqbdi0?utm_source=comick
npmWLC36,Demon Devourer,reading,,104,2025-04-09,"재능 삼킨 마법사,El Mago Devorador de Talentos,Talent-Swallowing Magician,Mago Traga-Talentos,Le Dévoreur de démons,才能を喰らった魔法使い,有才能的魔法师,Jaeneung Samkin Mabeopsa,Talent Swallowing Magician,The Mage Who Absorbs Abilities",https://myanimelist.net/manga/149465?utm_source=comick,https://anilist.co/manga/144079?utm_source=comick,https://www.mangaupdates.com/series.html?id=193750&utm_source=comick
QgUcS9Uc,Okiraku Ryoushu no Tanoshii Ryouchi Bouei ~Seisan-kei Majutsu de Na mo na Kimura wo Saikyou no Jousai Toshi ni~,reading,,38.1,2025-03-09,"El arte de gobernar relajadamente: la historia de un señor feudal que convirtió lo ordinario en lo extraordinario,Fun Territorial Defense of the Carefree Lord,Fun Territory Defense by the Optimistic Lord,お気楽領主の楽しい領地防衛～生産系魔術で名もなき村を最強の城塞都市に～,Easygoing Territory Defense by the Optimistic Lord: Production Magic Turns a Nameless Village into the Strongest Fortified City,หนูน้อยเจ้าแคว้นกับแผนพิทักษ์เมือง,安闲领主的愉快领地防卫～以生产系魔术将无名小村打造成最强要塞都市～,무사태평 영주의 즐거운 영지 방어,Okiraku Ryoushu no Tanoshii Ryouchi Bouei ~Seisan-kei Majutsu de Na mo na Kimura o Saikyou no Jousai Toshi ni~",https://myanimelist.net/manga/140520?utm_source=comick,https://anilist.co/manga/137942?utm_source=comick,https://www.mangaupdates.com/series.html?id=187259&utm_source=comick
dmS_5Z9M,Isekai De Mizu No Dai Seirei Yattemasu,reading,,21,2025-03-09,"異世界で水の大精霊やってます。,Isekai de Mizu no Dai Seirei Yattemasu.",,,
Fzc_xhrb,Class no Gal ni Kuuki Atsukai Sareteimasu,reading,,61,2025-03-09,"Las chicas de mi clase me tratan como el aire,愛乃ななの計画 クラスのギャルに空気扱いされています,Aino Nana no Keikaku: Class no Gal ni Kuuki Atsukai Sareteimasu,Nana Aino's Plan: The Gals in My Class Treat Me Like Air,Aku Dianggap Seolah-olah Udara Oleh Gadis Gyaru Di Kelas,クラスのギャルに空気扱いされています,The Gals in My Class Treat Me Like Air,Kurasu no Gyaru ni Kuuki Atsukai Sareteimasu,Mấy nhỏ Gyaru trong lớp tôi đối xử tôi như không khí",,https://anilist.co/manga/183663?utm_source=comick,https://www.mangaupdates.com/series/ue2aip1?utm_source=comick
7V_3EB68,The Turn-Based Mage,reading,,26,2025-03-09,"Turn-Based Wizard,턴제의 마법사,The Turn-Based Mage,턴제의 마법사",,,
Dv4cnjbU,Yondome wa Iya na Shizokusei Majutsushi,reading,,67,2025-03-09,"Yondome wa Iyana Shi Zokusei Majutsushi,四度目は嫌な死属性魔術師,讨厌第四次的死属性魔术师,Маг смерти, не желающий четвёртой реинкарнации,قهرمان بدشانس,جادوگر مرگی که نمیخواد واسه بار چهارم تناسخ پیدا کنه,討厭第四次的死屬性魔術師,The Death Mage Who Doesn’t Want a Fourth Time,The Death Mage: The Manga Companion,The Death Attribute Magician Who Wants To Avoid A Fourth Time,네 번째는 싫은 죽음속성 마술사,El Nigromante que No Quiere una Cuarta Vez,Mago de Atributo de Muerte",,,
XL2eduTU,"Munou no Akudou Ouji wa Ikinokoritai ~Ren'ai RPG no Akuyaku Mob ni Tensei Shita kedo, Gensaku Mushi shite Saikyou wo Mezasu~",reading,,8,2025-03-09,"Munou no Akudou Ouji wa Ikinokoritai: Ren'ai RPG no Akuyaku Mob ni Tensei Shita kedo, Gensaku Mushi Shite Saikyou o Mezasu,Munō no Akudō Ōji wa Ikinokoritai Ren’ai RPG no Akuyaku Mob ni Tensei Shita kedo, Gensaku Mushi shite Saikyō o Mezasu,The Survival of an Incompetent Villainous Prince,Munou no Akudou Ouji wa Ikinokoritai ~Ren'ai RPG no Akuyaku Mob ni Tensei Shita kedo, Gensaku Mushi shite Saikyou o Mezasu~,The Incompetent Villainous Prince Wants to Survive: I was Reincarnated Into a Romance RPG as a Mob Villain, but I will Ignore the Original Work and Aim to Become the Strongest,無能の悪童王子は生き残りたい～恋愛RPGの悪役モブに転生したけど、原作無視して最強を目指す～（コミック）,The Incompetent Villainous Prince Wants to Survive ~I Was Reincarnated Into a Romance RPG as a Mob Villain, but I Will Ignore the Original Work and Aim to Become the Strongest~",https://myanimelist.net/manga/178994?utm_source=comick,https://anilist.co/manga/188438?utm_source=comick,https://www.mangaupdates.com/series/cukrbwq?utm_source=comick
ot6FlAq0,The 100th Regression of the Max-Level Player,reading,,68,2025-03-09,"A Centésima Regressão do Jogador de Nível Máximo,La centième régression du joueur niveau max,만렙 플레이어의 100번째 회귀,Mallep Player-ui 100-beonjjae Hoegwi,La regresión 100 del jugador de nivel máximo,100-та регресія гравця максимального рівня,The Max-Level Player's 100th Regression,Man-Level Player-ui 100-beonjjae Hoegwi,การกลับมาครั้งที่ 100 ของผู้เล่นเลเวลแม็กซ์,カンストプレイヤーの100回目の回帰,满级玩家的第100次回归,重生百次的最強玩家",,,
Vh1Z0k9D,Tensei Shitara Sainou ga Atta Ken ~Isekai Itte mo Doryoku Suru~,reading,,23,2025-03-09,"転生したら才能があった件～ 異世界行っても努力する～（コミック）,That Time I Got Reincarnated with Talent: I'll Work Hard Even If I Go to Another World,That Time I Got Reincarnated With Talent ~I'll Work Hard Even if I Go to Another World~,転生したら才能があった件～異世界行っても努力する～,Tensei Shitara Sainou ga Atta Ken - Isekai Itte mo Douryoku suru,Tensei Shitara Sainou ga Atta Ken: Isekai Itte mo Doryoku suru,Tensei Shitara Sainō ga Atta Ken ~Isekai Itte mo Doryoku Suru~,That Time I Got Reincarnated With Talent ~I'll Work Hard Even If I Go to Another World~",https://myanimelist.net/manga/161890?utm_source=comick,https://anilist.co/manga/187488?utm_source=comick,https://www.mangaupdates.com/series/nu7qax2?utm_source=comick
PzYt07Nr,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru - Girls Side ~Kareinaru Otome-tachi no Bouken wa Sekai wo Kaeta~",reading,,15,2025-03-09,"I Got a Cheat Skill in Another World and Became Unrivaled in The Real World, Too - Girls Side,I Got a Cheat Skill in Another World and Became Unrivaled in the Real World, Too Girls Side,Isekai de Cheat Nouryoku wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou suru: Girls' Side - Kareinaru Otome-tachi no Bouken wa Sekai wo Kaeta,Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Girls Side - Kareinaru Otome-tachi no Bouken wa Sekai wo Kaeta,異世界でチート能力を手にした俺は、現実世界をも無双する ガールズサイド～華麗なる乙女たちの冒険は世界を変えた～,異世界でチート能力を手にした俺は、現実世界をも無双する　ガールズサイド　～華麗なる乙女たちの冒険は世界を変えた～,異世界でチート能力を手にした俺は、現実世界をも無双する　ガールズサイド～華麗なる乙女たちの冒険は世界を変えた～,Isekai de Cheat Skill o Te ni Shita Ore wa, Genjitsu Sekai o mo Musou Suru - Girls Side ~Kareinaru Otome-tachi no Bouken wa Sekai o Kaeta~,I Obtained a Cheat Skill from Another World and Became Peerless in the Real World Too: The Great Maiden's Adventure Changed the World,I Got a Cheat Ability in a Different World, and Became Extraordinary Even in the Real World.: Girls Side,I Obtained a Cheat Skill from Another World and Became Peerless in the Real World Too ~The Great Maiden's Adventure Changed the World~,異世界でチート能力を手にした俺は、現実世界をも無双する ガールズサイド ～華麗なる乙女たちの冒険は世界を変えた～,Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Girls Side ~Kareinaru Otome-tachi no Bouken wa Sekai wo Kaeta~",https://myanimelist.net/manga/174501?utm_source=comick,https://anilist.co/manga/178177?utm_source=comick,https://www.mangaupdates.com/series/dm52eqv?utm_source=comick
nOGJVMzU,Reaper of the Drifting Moon,reading,,102,2025-02-09,"사신표월,Sasinpyowol,Reaper of the Drifting Moon,Death God of the Drifting Moon,Grim Reaper's Floating Moon,La faucheuse de la lune errante,Жнец дрейфующей Луны,فرشته مرگ ماه سرگردان,死神漂月〜暗闇からの刺客〜,ملك الموت للقمر المنجرف,死神漂月,მოძრავი მთვარის მომკელი,El Asesino de la Luna a la Deriva,O Ceifador da Lua Cheia,WUNSZ,Tử Thần Phiêu Nguyệt,Жнець Блукаючого Мiсяця,The Reaper (INKYO),La Faucheuse de la lune errante,La Parca De La Muerte Lunar,Ceifador da Lua Cheia",https://myanimelist.net/manga/150422?utm_source=comick,https://anilist.co/manga/153432?utm_source=comick,https://www.mangaupdates.com/series/mw8jsvc?utm_source=comick
c65Y3UqX,A Superstar From Birth,reading,,64,2025-02-09,"Superstar From Age 0,0살부터 슈퍼스타,0歳からスーパースター,Super Star From Age 0,0歲開始當巨星,重生从童星开始,เกิดใหม่ชาตินี้ เบบี๋ขอเป็นซุป'ตาร์",https://myanimelist.net/manga/161352?utm_source=comick,https://anilist.co/manga/168152?utm_source=comick,https://www.mangaupdates.com/series/o4fm695?utm_source=comick
lPuE2fgA,"Jimoto no Ijimekko-tachi ni Shikaeshi Shiyou to Shitara, Betsu no Tatakai ga Hajimatta.",reading,,61.1,2025-02-09,"When Trying to Get Back at the Hometown Bullies, Another Battle Began,고향에서 괴롭히던 애들한테 보복하려 했더니, 다른 싸움이 시작됐다,地元のいじめっ子達に仕返ししようとしたら、別の戦いが始まった。,本想报复以前欺负我的孩子王，另一场战斗却开始了。,When Trying to Get Back at the Hometown Bullies, Another Battle Began.",https://myanimelist.net/manga/156725?utm_source=comick,https://anilist.co/manga/162509?utm_source=comick,https://www.mangaupdates.com/series/74tr37t?utm_source=comick
HIET4CH,Black Haze (2025),reading,,38,2025-02-09,"블랙 헤이즈,مه سیاه,Черная мгла,Schwarzer Dunst,Juoda migla,Brume noire,Bruma negra,ضباب اسود,블랙 헤이즈 (2025)",,,
cM4sj8Ln,Elf (Kyodai) no Sato ni Mayoikondara,reading,,5,2025-02-09,"エルフ(巨大)の里に迷いこんだら,If you get lost in the (giant) elf village...",,,
WN_Chu5i,Steel-Eating Player,reading,,90,2025-02-09,"A Player Who Eats Metal,Steel-Eating Player,The Player Who Eats Steel,강철을 먹는 플레이어,The Steel-Devouring Player,Jugador devorador de acero,大啖鋼鐵的玩家,A Player Who Eats Steel,Steel Eater,Steel-Devouring Player,吞噬钢铁的玩家,เพลเยอร์นักกินเหล็ก,The Player Who Eats Steel,鉄喰いの回帰プレイヤー,강철을 먹는 플레이어",https://myanimelist.net/manga/163132?utm_source=comick,https://anilist.co/manga/170956?utm_source=comick,https://www.mangaupdates.com/series/xgl4s3j?utm_source=comick
_3pZjUND,Academy's Undercover Professor,reading,,133,2025-02-09,"Професор Академії під прикриттям,ศาสตราจารย์จำเป็นแห่งอะคาเดมี,아카데미에 위장취업당했다,Таємний Професор в Академії,アカデミーに偽装就職させられた,在魔法學院偽裝教師,魔法学院的伪装教师,The Academy's Undercover Professor,Academy Wijangchwieopdanghaetda,Eu tenho um emprego falso em uma academia,魔法学院的特工教授,I Got a Fake Job at the Academy,Я получил фальшивую работу в академии,Я став хибним професором в академії,J'ai été embauché à tord à l'académie,The Academy's Undercover Professor (Webtoon),El profesor encubierto de la Academia",https://myanimelist.net/manga/149801?utm_source=comick,https://anilist.co/manga/150836?utm_source=comick,https://www.mangaupdates.com/series/76fidgc?utm_source=comick
QNkcAEGs,Margrave’s Bastard Son was The Emperor,reading,,82,2025-02-09,"변경백 서자는 황제였다,O Filho Bastardo de Margrave era o Imperador,Ian the Illegitimate Son Was an Emperor,The Margrave's Bastard Used to be the Emperor,El hijo bastardo del marqués era el emperador,Margrave's Bastard Son Was the Emperor,辺境伯家の落ちこぼれは皇帝だった,O Filho Bastardo dos Margrave era o Imperador,The Margrave's Bastard Used to Be the Emperor,边境庶子是皇帝",https://myanimelist.net/manga/170725?utm_source=comick,https://anilist.co/manga/179963?utm_source=comick,https://www.mangaupdates.com/series/jamg1pn?utm_source=comick
INSFt7ge,Lout of Count's Family,reading,,163,2025-01-09,"백작가의 망나니가 되었다,بچه‌ی به‌دردنخور کنت,คุณชายไม่เอาไหนแห่งตระกูลเคานต์,Я стал графским ублюдком,อันธพาลแห่งตระกูลเคานต์,變成伯爵家的混混,伯爵家の暴れん坊になった,成为伯爵家的废物,Śmieć z rodziny hrabiego,Ничтожество из графского семейства,Отброс графской семьи,Trash Count,Baekjakgaui Mangnaniga Doeeotda,Baegjaggaui Mangnaniga Doeeossda,I Became the Countess Fool,Покидьок графської сім’ї,成为伯爵家的混混,Trash of the Count's Family,La basura de la familia del Conde,La Canaille du Comté,The Lout of the count's family,بچهی بهدردنخور کنت,Je suis devenu la honte de la maison du comte,Quel bifolco di un conte,Um lixo de conde,Pembuat onar di keluarga count,Der gräfliche Bengel,Kẻ vô lại nhà bá tước,The Lout of the Count's Family,La basura de la familia del conde,Phế vật dòng dõi bá tước,La canaille du comté,O lixo da família do conde,Je suis devenu le voyou de la famille du comte",https://myanimelist.net/manga/147317?utm_source=comick,https://anilist.co/manga/123573?utm_source=comick,https://www.mangaupdates.com/series.html?id=171514&utm_source=comick
e_nAjzha,Ataerareta Skill wo Tsukatte Kasei de Isekai Bijotachi to Ichaicha shitai,reading,,27.3,2025-01-09,"Aku Ingin Menggunakan Keterampilan Yang Diberikan Untuk Mendapatkan Uang Dan Menggoda Wanita Cantik Dari Dunia Lain,Aku ingin menggunakan keterampilan yang diberikan untuk mendapatkan uang dan menggoda wanita cantik dari dunia lain.,I Want to Earn Money Using the Skills I’ve Been Given and Flirt with Beautiful Women From Other World,Ataerareta Skill o Tsukatte Kasei de Isekai Bijotachi to Ichaicha shitai,I Want to Use the Skills Given to Earn Money and Flirt with Beauties from Other World,Quero usar as habilidade que me foi dado para ganhar dinheiro e flertar com lindas mulheres de outro mundo.,与えられたスキルを使って稼いで異世界美女達とイチャイチャしたい（コミック）,与えられたスキルを使って稼いで異世界美女達とイチャイチャしたい",,,
6wFG0hji,Boundless Ascension,reading,,151,2025-01-09,"나 혼자 특성빨로 무한 성장,Boundless Necromancer,Некромант, не знающий границ,Мой сольный бесконечный рост,Nigromante sin limites,Nigromante sin límites,The Boundless Necromancer,俺だけチート特性で無限成長,靠神級天賦無限成長,靠神级天赋无限成长,나 혼자 특성빨로 무한성장,นักล่าไร้ลิมิต",https://myanimelist.net/manga/155178?utm_source=comick,https://anilist.co/manga/159439?utm_source=comick,https://www.mangaupdates.com/series/qe0uj7a?utm_source=comick
apZ8Lura,"Tsuihousareru Tabi ni Skill wo Te ni Ireta Ore ga, 100 no Isekai de 2-shuume Musou",reading,,26,2025-01-09,"Nhận được một kỹ năng mới mỗi lần bị trục xuất, tôi trở nên bất bại sau 100 thế giới,追放されるたびにスキルを手に入れた俺が、１００の異世界で２周目無双,Tsuihousareru Tabi ni Skill o Te ni Ireta Ore ga, 100 no Isekai de 2-shuume Musou,Unmatched in 100 Different Worlds: I Gain a New Skill Every Time I Get Banished,Ganhei uma Nova Habilidade Toda Vez que Fui Exilado, e Após 100 Mundos Diferentes, Me tornei Imbativel,Tsuihousareru Tabi ni Skill wo Te ni Ireta Ore ga, 100 no Isekai de Nishuume Musou,Unmatched in 100 Different Worlds — I Gain a New Skill Every Time I Get Banished,追放されるたびにスキルを手に入れた俺が、100の異世界で2周目無双,I Got a New Skill Every Time I Was Exiled, and After 100 Different Worlds, I Was Unmatched,Cada vez que me Expulsaban, Adquiría una Nueva Habilidad y Después de 100 Mundos Diferentes, Ya no Tengo Rival,每遭放逐就能獲得技能的我，在100個世界大開第二輪無雙,每遭放逐就能获得技能的我，在100个世界大开第二轮无双",https://myanimelist.net/manga/156681?utm_source=comick,https://anilist.co/manga/159212?utm_source=comick,https://www.mangaupdates.com/series/sf7ng07?utm_source=comick
