hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
Cg88FyoF,Ghoul ga Sekai wo Sukutta Koto wo Watashi dake ga shitteiru,reading,,19,2024-19-08,"グールが世界を救ったことを私だけが知っている,Only I Know the Ghoul Saved the World,Chỉ mình tôi biết Ngạ quỷ đã cứu lấy thế giới này",https://myanimelist.net/manga/160752?utm_source=comick,https://anilist.co/manga/167279?utm_source=comick,https://www.mangaupdates.com/series/mr9ua44?utm_source=comick
ixQqtDaj,Saenai Boku ga Kimi no Heya de Shiteiru Koto wo Kurasumeito wa Dare mo Shiranai,reading,,13,2024-18-08,"冴えない僕が君の部屋でシている事をクラスメイトは誰も知らない,แอบไปอึ๊บกันที่ห้องโดยที่เพื่อนร่วมชั้นไม่รู้,None of Our Classmates Know What the Boring Me is Doing in Your Room,Our Classmates Don't Know We're having Sex in Your Room,I am Boring, but My Classmates Do Not Know What I am Doing in Your Room.,Saenai Boku ga Kimi no Heya de Shiteiru Koto wo Kurasumeito ha Dare mo Shiranai,I Am Boring, but My Classmates Do Not Know What Am I Doing in Your Room.,Our Classmates Don't Know We're Having S*x in Your Room,Our Classmates Don’t Know We’re Having S*x In Your Room",https://myanimelist.net/manga/144558?utm_source=comick,https://anilist.co/manga/145891?utm_source=comick,https://www.mangaupdates.com/series/9wehu9w?utm_source=comick
s452XG_C,Doutei Yuusha no Harem Maou Toubatsuki,reading,,3,2024-13-08,"童貞勇者のハーレム魔王討伐記,The Tale of the Virgin Hero's Harem and the Demon Lord's Subjugation.,The Tale of the Virgin Hero's Harem and the Demon Lord's Subjugation",https://myanimelist.net/manga/169848?utm_source=comick,https://anilist.co/manga/178884?utm_source=comick,https://www.mangaupdates.com/series/o1wnzxp?utm_source=comick
9W8qZ7_v,All-Master Necromancer,reading,,61,2024-02-08,"All Master Necromancer,死灵法师：重生的我全技能精通,オールマスター・ネクロマンサー,ออลมาสเตอร์ เนโครแมนเซอร์,Unrivaled Necromancer,Absolute Necromancer,올 마스터 네크로맨서,全能死靈術師,All-Master Necromancer,Ol Maseuteo Nek Romaenseo",https://myanimelist.net/manga/160118?utm_source=comick,https://anilist.co/manga/166635?utm_source=comick,https://www.mangaupdates.com/series/gpwyxvw?utm_source=comick
hCfI23ss,"""Hon'yaku"" no Sainou de Ore Dake ga Sekai o Kaihen Dekiru Ken: Hazure Sainou ""Hon'yaku"" de Kizukeba Sekai Saikyou ni Nattemashita",reading,,26.3,2024-29-07,"The Story of How I Can Change the World with My Skill ""Translation"": How I Used ""Translation"" to Become the World's Strongest!,Only My Undesirable Translation Talent Can Change the World,【翻訳】の才能で俺だけが世界を改変できる件　～ハズレ才能【翻訳】で気付けば世界最強になってました～,""Honyaku"" no Sainou de Ore Dake ga Sekai wo Kaihen Dekiru Ken,The Story of How I Can Change the World With My Skill ""Translation"",The Story of How I Can Change the World With My Skill ""Translation"": How I Used {Translation} to Become the World's Strongest!,The Story of How I Can Change the World With My Skill {Translation} ~ How I Used {Translation} to Become the World's Strongest!,The Story of How I Can Change the World With My Skill {Translation} ~ How I Used {Translation} to Become the World’s Strongest!,【翻訳】の才能で俺だけが世界を改変できる件,""Honyaku"" no Sainou de Ore Dake ga Sekai wo Kaihen Dekiru Ken ~Hazure Sainou ""Honyaku"" de Kizukeba Sekai Saikyou ni Nattemashita~",https://myanimelist.net/manga/164800?utm_source=comick,https://anilist.co/manga/177532?utm_source=comick,https://www.mangaupdates.com/series/mkf4ofi?utm_source=comick
Cc9H7RyM,Wortenia Senki,reading,,50.5,2024-27-07,"Военные хроники Вортении,ウォルテニア戦記,沃特尼亚战记,워르테니아 전기,Record of Wortenia War,Летопись войны в Вортении,บันทึกสงครามวอร์เทเนีย",,,
wWR4lsZ7,God-Slaying Copycat,reading,,17,2024-22-07,"Kami-Goroshi no Mohō Tsukai,Kamigoroshi no Mohou Tsukai,Kamigoroshi no Mohoutsukai,Kamigoroshi no Mohō Tsukai,The God-Slaying Copycat,俺だけ神のスキルでダンジョン攻略,Ore Dake Shin no Sukiru de Danjon Kouryaku,Deicida Plagiador,神殺しの模倣使い,Kami Goroshi no Mohou Tsukai,Godslayer's Imitator",,https://anilist.co/manga/180162?utm_source=comick,https://www.mangaupdates.com/series/vrtp4cg?utm_source=comick
CowqTdlq,Logout Shita no wa VRMMO Janaku Honmono no Isekai deshita ~Genjitsu ni Modotte no Status ga Kowareteiru Ken~,reading,,11,2024-21-07,"I Logged Out of the Real Other World, Not a VRMMO: My Status is Still Broken When I Return to Reality,ログアウトしたのはVRMMOじゃなく本物の異世界でした ～現実に戻ってもステータスが壊れている件～,Logout shita no wa VRMMO janaku Honmono no Isekai deshita,ログアウトしたのはVRMMOじゃなく本物の異世界でした,Logout shita no wa VRMMO janaku Honmono no Isekai deshita - Genjitsu ni Modotte mo Status ga Kowareteiru Ken",https://myanimelist.net/manga/167176?utm_source=comick,,https://www.mangaupdates.com/series/xficl49?utm_source=comick
HIEXOiY,I Became The Youngest Prince in The Novel,reading,,51,2024-21-07,"소설 속 막내황자가 되었다,小説の中の末皇子になった,소설 속 막내황자가 되었다,Soseol Sok Mangnaehwangjaga Doeeotda",,,
DoymuiZk,Saikyou Rakudai Kizoku no Kenma Kiwameshi Antou Tan,reading,,2.2,2024-09-07,"The Strongest Failed Aristocrat's Dark Demon Sword,Saikyou Rakudai Kizoku no Kenma Kiwameshi Antoutan,The Strongest Failed Aristocrat’s Dark Demon Sword,最強落第貴族の剣魔極めし暗闘譚",https://myanimelist.net/manga/168492?utm_source=comick,https://anilist.co/manga/179223?utm_source=comick,https://www.mangaupdates.com/series/ddciqgm?utm_source=comick
t3s0QYQe,The Calamity of the End Times,reading,,40,2024-02-07,"Mori Zaibian, Chongsheng De Wo Rang Quanjia Bian Chengle Da Lao!,末日災變，重生的我讓全家變成了大佬！,Doomsday Catastrophe, Reborn Me Turned the Whole Family into Bosses!,The Catastrophe of the Apocalypse, I Made My Whole Family Into Bigshot,Mòrì Zāibiàn, Chóngshēng De Wǒ Ràng Quánjiā Biàn Chéngle Dà Lǎo!,末日灾变，重生的我让全家变成了大佬！",,,https://www.mangaupdates.com/series/48jpjsb?utm_source=comick
h1IPlps2,Zangyaku Sugiru Isekai demo Suzuki wa Kawaii,reading,,,,"残虐すぎる異世界でも鈴木は可愛い,即使在过于残酷的异世界我也很可爱,Even If I Was Reincarnated Into This Cruel World, My Cuteness Will Save Everyone!,Such a Cruel Isekai but Suzuki is a Cutie,Zangyaku Sugiru Isekai Demo Suzuki wa Kawaii,Such a Cruel Isekai but Suzuki is a Cutey",https://myanimelist.net/manga/149867?utm_source=comick,https://anilist.co/manga/150520?utm_source=comick,https://www.mangaupdates.com/series/h3nb74y?utm_source=comick
Ahdg8hXX,"Yuusha-sama, Sakuya mo Otanoshimi deshita ne.",reading,,,,"Espero te hayas divertido anoche, Héroe-sama.,勇者様、昨夜もお楽しみでしたね。,Hero-Sama, I Hope You Had Fun Last Night.,Hero Last Night Was Pumped Wasn’t It?,勇者大人，昨夜「睡」得可好。,Hero-Sama, I Hope You Had Fun Last Night",https://myanimelist.net/manga/170125?utm_source=comick,https://anilist.co/manga/186380?utm_source=comick,https://www.mangaupdates.com/series/8l8i6lh?utm_source=comick
LYqAMkbT,"Since I’ve Entered the World of Romantic Comedy Manga, I’ll Do My Best to Make the Losing Heroine Happy",reading,,8,2024-30-06,"ラブコメ漫画に入ってしまったので、推しの負けヒロインを全力で幸せにする,Karena aku sudah masuk ke kedalam dunia manga romcom, aku akan melakukan yang terbaik untuk membuat Heroine yang kalah dapat bahagia.,推し負け,Entré en un Manga de Comedia Romántica, Así que Haré Todo lo Posible para Hacer Feliz a mi Heroína Perdedora Favorita,Love Come Manga ni Haitte Shimatta node, Oshi no Make Heroine wo Zenryoku de Shiawase ni Suru,Oshimake,Entré en un manga de comedia romántica, así que haré todo lo posible para hacer feliz a mi heroína perdedora favorita,Isekai Romcom,Since I've Entered the World of Romantic Comedy Manga, I'll Do My Best to Make the Losing Heroine Happy,Romcom Manga ni Haitte Shimatta no de, Oshi no Make Heroine wo Zenryoku de Shiawase ni suru,Rabukome Manga ni Haitte Shimatta no de, Oshi no Make Hiroin wo Zenryoku de Shiawase ni suru",https://myanimelist.net/manga/152087?utm_source=comick,https://anilist.co/manga/154877?utm_source=comick,https://www.mangaupdates.com/series/2nwymbv?utm_source=comick
FlWC52tx,Ore ga Inma-jutsu de Dorei Harem wo Tsukuru Hanashi,reading,,,,俺が淫魔術で奴隷ハーレムを作る話,,,
seJpIpwU,"Kiwameta Renkinjutsu ni, Fukanou wa nai",dropped,,20,2024-21-06,"極めた錬金術に、不可能はない。　,極めた錬金術に、不可能はない。 ～万能スキルで異世界無双～,Anything's Possible with Ultimate Alchemy,極めた錬金術に、不可能はない。　～万能スキルで異世界無双～,There's Nothing Impossible With Master Alchemy, 極めた錬金術に、不可能はない。, 極めた錬金術に、不可能はない。　～万能スキルで異世界無双～,Kiwameta Renkinjutsu ni, Fukanou wa nai. - Bannou Skill de Isekai Musou,There’s nothing impossible with master alchemy",https://myanimelist.net/manga/148087?utm_source=comick,https://anilist.co/manga/172690?utm_source=comick,https://www.mangaupdates.com/series/dpqr9z3?utm_source=comick
pZUs97s9,From Leveling Up the Hero to Leveling Up a Nation (Official),reading,,48,2024-19-06,"育成スキルはもういらないと勇者パーティを解雇されたので、退職金がわりにもらった【領地】を強くしてみる,Ikusei Skill wa Mou Iranai to Yuusha Party o Kaiko Sareta node, Taishoku Kingawari ni Moratta [Ryouchi] o Tsuyoku Shite Miru,I Was Dismissed From the Hero’s Party Because They Don’t Need My Training Skills, So I Strengthen My Fief Which I Got as a Replacement for My Retirement Money,I Was Dismissed From the Hero's Party Because They Don't Need My Training Skills, So I Strengthen My ""Fief"" Which I Got as a Replacement for My Retirement Money",https://myanimelist.net/manga/133626?utm_source=comick,https://anilist.co/manga/116495?utm_source=comick,https://www.mangaupdates.com/series.html?id=172980&utm_source=comick
Ptz9VhPd,Tensei Inja wa Hokusoemu,completed,,17,2024-18-06,"転生隠者はほくそ笑む,The reincarnated hermit smiles,pertapa yang bereinkarnasi yang sombong,A Reincarnated Recluse Chuckles,The reincarnated hermit smiles, 転生隠者はほくそ笑む",https://myanimelist.net/manga/132194?utm_source=comick,https://anilist.co/manga/124524?utm_source=comick,https://www.mangaupdates.com/series.html?id=173432&utm_source=comick
_ZxYjAbu,Wicked Trapper: Hunter of Heroes,reading,,,,"灾厄陷阱师的勇者狩猎,禍つ罠師の勇者狩り,Зловещий Бог ловушек: охотник на героев,Властитель пасток: Мисливець на героїв,Magatsu Wanashi no Yuusha kari,เทพแห่งกับดัก เปิดโหมดล่าผู้กล้าต่างโลก",https://myanimelist.net/manga/123438?utm_source=comick,https://anilist.co/manga/115411?utm_source=comick,https://www.mangaupdates.com/series.html?id=158652&utm_source=comick
o3it0jPF,Kuchidome no Gohoubi wa Dansou Otome to Ichaero Desu!,reading,,,,"The Reward For Keeping Quiet Was Sex With Girls Dressed As Men,口止めのご褒美は男装乙女とイチャエロです！THE COMIC,Kuchidome no Gohoubi wa Dansou Otome to Ichaero Desu!,Kuchidome No Gohoubi Wa Dansou Otome To Icha Ero Desu!",https://myanimelist.net/manga/144154?utm_source=comick,https://anilist.co/manga/143330?utm_source=comick,https://www.mangaupdates.com/series.html?id=192208&utm_source=comick
